"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]"
"the-amore-set-taupe","The amore corset set","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Three-piece set sold as one</li> <li>Premium double layered fabric</li> <li>Super soft and stretchy fabric</li> <li>High-neck contoured bodysuit with zip up back</li> <li>Removable sculpting corset </li> <li>Ruched mini skirt with statement front tassel<br> </li> <li>Refining flared sleeves</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Top","Apparel & Accessories > Clothing > Clothing Tops","TRUE","Size","XS (4-6)","Color","Taupe","AMORE-CRST-TAU-XS","70.00","shopify","deny","manual","16","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","Top","Dresses","","","",""
"the-amore-set-taupe","","","","","","","Size","S (6-8)","Color","Taupe","AMORE-CRST-TAU-S","70.00","shopify","deny","manual","14","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","Top","Dresses","","","",""
"the-amore-set-taupe","","","","","","","Size","M (8-10)","Color","Taupe","AMORE-CRST-TAU-M","70.00","shopify","deny","manual","2","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","Top","Dresses","","","",""
"the-amore-set-taupe","","","","","","","Size","L (10-12)","Color","Taupe","AMORE-CRST-TAU-L","70.00","shopify","deny","manual","4","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","Top","Dresses","","","",""
"the-amore-set-taupe","","","","","","","Size","XL (12-14)","Color","Taupe","AMORE-CRST-TAU-XL","70.00","shopify","deny","manual","2","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","Top","Dresses","","","",""
"the-amore-set-taupe","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510","","","","","",""
"the-amore-set-taupe","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510","","","","","",""
"the-amore-set-taupe","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510","","","","","",""
"the-amore-set-taupe","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510","","","","","",""
"the-amore-set-taupe","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510","","","","","",""
