"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]"
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","Top","Apparel & Accessories > Clothing > Swimwear > Swimwear Tops","TRUE","Size","4","Color","Melt","CROCHET-TAN-BIK-MEL-4-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","6","Color","Melt","CROCHET-TAN-BIK-MEL-6-1","22.00","shopify","deny","manual","-1","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","8","Color","Melt","CROCHET-TAN-BIK-MEL-8-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","10","Color","Melt","CROCHET-TAN-BIK-MEL-10-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","12","Color","Melt","CROCHET-TAN-BIK-MEL-12-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","14","Color","Melt","CROCHET-TAN-BIK-MEL-14-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F2CE555-C83A-44A9-8AD8-C2F3821BC392.jpg?v=1754704539","","","","","",""
"the-crochet-tan-bikini-top-cherry-blush","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered fabric</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p><span>Emily is 5’7 and wears a size 6</span><br><span>Bust: 32''</span><br><span>Waist: 24’’</span><br><span>Hips: 34’’</span><br><span>Dress size: 6</span></p>","Koko Bay","Top","Apparel & Accessories > Clothing > Swimwear > Swimwear Tops","TRUE","Size","4","Color","Blush","CROCHET-TAN-BIK-BLU-4-1","24.00","shopify","deny","manual","19","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","Top","","","","",""
"the-crochet-tan-bikini-top-cherry-blush","","","","","","","Size","6","Color","Blush","CROCHET-TAN-BIK-BLU-6-1","24.00","shopify","deny","manual","29","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top-cherry-blush","","","","","","","Size","8","Color","Blush","CROCHET-TAN-BIK-BLU-8-1","24.00","shopify","deny","manual","28","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
