"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]"
"copy-the-burnout-cowl-top-cream","The burnout cowl top","<p data-end=""412"" data-start=""144"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished.</p> <p data-end=""682"" data-start=""414"">The Burnout Cowl Top channels this spirit with its soft drape, delicate sheen, and romantic neckline. Designed to catch the light and turn heads, it’s an effortless statement - perfect for golden hour dinners, rooftop drinks, or wherever the warm breeze takes you.</p> <p data-end=""820"" data-start=""684"">Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</p> <ul> <li>Double layered burnout fabric</li> <li>Fully adjustable straps at the back</li> <li>Backless</li> <li>Cowl neck design </li> <li>Available in powder blue or cream</li> <li>Wear on its own or part of a set </li> </ul> <p> </p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","Top","Apparel & Accessories > Clothing > Clothing Tops","TRUE","Size","4","Color","Cream","BURNOUT-COWL-TOP-CRE-4","30.00","shopify","deny","manual","3","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","Size","6","Color","Cream","BURNOUT-COWL-TOP-CRE-6","30.00","shopify","deny","manual","15","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","Size","8","Color","Cream","BURNOUT-COWL-TOP-CRE-8","30.00","shopify","deny","manual","3","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","Size","10","Color","Cream","BURNOUT-COWL-TOP-CRE-10","30.00","shopify","deny","manual","9","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","Size","12","Color","Cream","BURNOUT-COWL-TOP-CRE-12","30.00","shopify","deny","manual","3","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","Size","14","Color","Cream","BURNOUT-COWL-TOP-CRE-14","30.00","shopify","deny","manual","6","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318","","Top","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D30575CB-A0EC-4B81-AFDD-6EBDAEE0AB78.jpg?v=1754711297","","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900FE49C-7383-4FC8-B38E-93B3672FDE66.jpg?v=1754711280","","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/84C91892-7091-4B37-BEF9-05233C07D116.jpg?v=1754711259","","","","","",""
"copy-the-burnout-cowl-top-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/E36B535F-F14F-4CEB-B290-B30986697D70.jpg?v=1754711238","","","","","",""
